title,price,item_id,genres_Action,genres_Adventure,genres_Free to Play,t_recom,t_sent_neg,t_sent_pos
trials evolution: gold edition,19.99,220160,0,0,0,9,2,9
postal,1.99,232770,1,0,0,3,1,3
postal,1.99,232770,0,0,0,3,1,3
resident evil 6 / biohazard 6,29.99,221040,1,0,0,14,3,11
resident evil 6 / biohazard 6,29.99,221040,0,1,0,14,3,11
evoland,9.99,233470,0,1,0,9,3,8
evoland,9.99,233470,0,0,0,9,3,8
another world – 20th anniversary edition,9.99,233550,1,0,0,1,0,1
another world – 20th anniversary edition,9.99,233550,0,1,0,1,0,1
sang-froid - tales of werewolves,0.0,227220,1,0,0,3,1,3
sang-froid - tales of werewolves,0.0,227220,0,1,0,3,1,3
sang-froid - tales of werewolves,0.0,227220,0,0,0,3,1,3
cubemen 2,7.99,228440,0,0,0,1,0,1
papo &amp; yo,14.99,227080,0,1,0,2,0,3
papo &amp; yo,14.99,227080,0,0,0,2,0,3
surgeon simulator,9.99,233720,1,0,0,82,17,71
surgeon simulator,9.99,233720,0,0,0,82,17,71
god mode,9.99,227480,1,0,0,7,1,6
eador. masters of the broken world,19.99,232050,0,0,0,1,0,2
mars: war logs,14.99,232750,1,0,0,2,1,2
mars: war logs,14.99,232750,0,0,0,2,1,2
poker night 2,4.99,234710,0,0,0,26,4,27
stardrive,29.99,220660,0,0,0,2,2,1
minerva,0.0,235780,1,0,0,5,0,5
minerva,0.0,235780,0,1,0,5,0,5
sanctum 2,14.99,210770,1,0,0,43,4,42
sanctum 2,14.99,210770,0,0,0,43,4,42
reus,9.99,222730,0,0,0,14,0,15
bad bots,4.99,235070,1,0,0,0,0,1
bad bots,4.99,235070,0,0,0,0,0,1
resident evil revelations / biohazard revelations,29.99,222480,1,0,0,0,2,0
resident evil revelations / biohazard revelations,29.99,222480,0,1,0,0,2,0
remember me,29.99,228300,1,0,0,11,1,10
remember me,29.99,228300,0,1,0,11,1,10
tomb raider: tomb of the lost adventurer,2.99,208812,1,0,0,0,0,1
tomb raider: tomb of the lost adventurer,2.99,208812,0,1,0,0,0,1
agricultural simulator 2013 - steam edition,9.99,236790,0,0,0,0,1,1
prime world: defenders,9.99,235360,0,0,0,2,0,2
knights of pen and paper +1 edition,9.99,231740,0,0,0,5,2,3
borderlands 2: tiny tina's assault on dragon keep,9.99,218550,1,0,0,1,0,1
borderlands 2: tiny tina's assault on dragon keep,9.99,218550,0,0,0,1,0,1
company of heroes 2,19.99,231430,0,0,0,65,6,64
mortal kombat komplete edition,19.99,237110,1,0,0,21,5,21
bleed,4.99,239800,1,0,0,9,2,7
bleed,4.99,239800,0,0,0,9,2,7
soldier front 2,0.0,239660,1,0,0,27,2,28
soldier front 2,0.0,239660,0,0,1,27,2,28
dark,9.99,225360,1,0,0,0,0,2
dark,9.99,225360,0,0,0,0,0,2
trackmania² valley,19.99,243360,0,0,0,1,0,1
shadow warrior classic redux,9.99,225160,1,0,0,2,0,2
final fantasy vii,11.99,39140,0,0,0,21,1,20
sid meier's civilization v: brave new world,29.99,235580,0,0,0,4,0,4
toki tori 2+,14.99,201420,0,1,0,2,0,2
toki tori 2+,14.99,201420,0,0,0,2,0,2
bit.trip fate,9.99,205080,1,0,0,0,1,0
bit.trip fate,9.99,205080,0,0,0,0,1,0
r.i.p.d.: the game,9.99,237590,1,0,0,0,0,1
the raven - legacy of a master thief,24.99,233370,0,1,0,1,0,1
ittle dew,9.99,241320,0,1,0,2,0,2
ittle dew,9.99,241320,0,0,0,2,0,2
shadowrun returns,14.99,234650,0,1,0,7,0,7
shadowrun returns,14.99,234650,0,0,0,7,0,7
castlestorm,9.99,241410,1,0,0,1,0,1
castlestorm,9.99,241410,0,0,0,1,0,1
skulls of the shogun,9.99,228960,0,0,0,2,0,2
bioshock infinite: clash in the clouds,4.99,214930,1,0,0,1,0,1
castlevania: lords of shadow – ultimate edition,29.99,234080,1,0,0,1,0,1
castlevania: lords of shadow – ultimate edition,29.99,234080,0,1,0,1,0,1
rise of the triad,14.99,217140,1,0,0,7,0,8
cloudberry kingdom™,9.99,210870,0,0,0,1,0,1
dcs: p-51d mustang,29.99,223770,0,0,0,1,0,1
divinity: dragon commander,39.99,243950,1,0,0,1,1,1
divinity: dragon commander,39.99,243950,0,0,0,1,1,1
beatbuddy: tale of the guardians,9.99,231040,1,0,0,1,1,1
beatbuddy: tale of the guardians,9.99,231040,0,1,0,1,1,1
beatbuddy: tale of the guardians,9.99,231040,0,0,0,1,1,1
ducktales: remastered,14.99,237630,1,0,0,4,0,4
ducktales: remastered,14.99,237630,0,1,0,4,0,4
ducktales: remastered,14.99,237630,0,0,0,4,0,4
worms clan wars,24.99,233840,0,0,0,3,1,3
space hulk,24.99,242570,0,0,0,3,0,3
electronic super joy,7.99,244870,1,0,0,16,3,13
electronic super joy,7.99,244870,0,0,0,16,3,13
lost planet® 3,24.99,226720,1,0,0,5,2,3
pixeljunk™ monsters ultimate,9.99,243780,0,0,0,2,1,1
assault android cactus,14.99,250110,1,0,0,3,0,3
assault android cactus,14.99,250110,0,0,0,3,0,3
shelter,9.99,244710,0,1,0,6,1,5
shelter,9.99,244710,0,0,0,6,1,5
game dev tycoon,9.99,239820,0,0,0,77,5,73
guardians of middle-earth,19.99,111900,1,0,0,1,1,1
guardians of middle-earth,19.99,111900,0,0,0,1,1,1
outlast,19.99,238320,1,0,0,77,23,56
outlast,19.99,238320,0,1,0,77,23,56
outlast,19.99,238320,0,0,0,77,23,56
mirrormoon ep,14.99,231310,0,1,0,3,0,3
mirrormoon ep,14.99,231310,0,0,0,3,0,3
castle of illusion,14.99,227600,0,1,0,1,0,1
castle of illusion,14.99,227600,0,0,0,1,0,1
ironclad tactics,14.99,226960,0,0,0,1,0,2
foul play,14.99,244810,1,0,0,1,0,1
foul play,14.99,244810,0,1,0,1,0,1
foul play,14.99,244810,0,0,0,1,0,1
euro truck simulator 2 - going east!,9.99,227310,0,0,0,0,0,1
omegalodon,9.99,248350,1,0,0,3,0,3
omegalodon,9.99,248350,0,0,0,3,0,3
angry video game nerd adventures,4.99,237740,1,0,0,6,2,4
angry video game nerd adventures,4.99,237740,0,1,0,6,2,4
angry video game nerd adventures,4.99,237740,0,0,0,6,2,4
marlow briggs and the mask of death,4.99,249680,1,0,0,2,0,2
marlow briggs and the mask of death,4.99,249680,0,1,0,2,0,2
urban trial freestyle,6.99,243450,1,0,0,4,0,5
urban trial freestyle,6.99,243450,0,0,0,4,0,5
pac-man™ championship edition dx+,9.99,236450,1,0,0,19,2,17
scribblenauts unmasked: a dc comics adventure,19.99,249870,1,0,0,7,2,6
scribblenauts unmasked: a dc comics adventure,19.99,249870,0,1,0,7,2,6
scribblenauts unmasked: a dc comics adventure,19.99,249870,0,0,0,7,2,6
alien rage - unlimited,19.99,217920,1,0,0,1,0,2
pac-man championship edition dx+: pac is back skin,1.99,246255,1,0,0,1,0,1
escape goat,4.99,251370,1,0,0,1,0,1
escape goat,4.99,251370,0,0,0,1,0,1
farming simulator 2013 titanium edition,19.99,220260,0,0,0,15,1,14
snow,0.0,244930,0,0,1,11,2,12
snow,0.0,244930,0,0,0,11,2,12
the stanley parable,14.99,221910,0,1,0,91,9,85
the stanley parable,14.99,221910,0,0,0,91,9,85
soundodger+,7.99,247140,0,0,0,1,0,1
the wolf among us,24.99,250320,0,1,0,59,4,56
eleusis,14.99,251310,0,1,0,1,0,1
eleusis,14.99,251310,0,0,0,1,0,1
bridge constructor,9.99,250460,0,0,0,3,0,3
140,4.99,242820,1,0,0,6,2,4
140,4.99,242820,0,0,0,6,2,4
"i have no mouth, and i must scream",5.99,245390,0,1,0,1,0,1
super amazing wagon adventure,2.99,250500,1,0,0,16,6,10
super amazing wagon adventure,2.99,250500,0,1,0,16,6,10
super amazing wagon adventure,2.99,250500,0,0,0,16,6,10
deus ex: human revolution - director's cut,19.99,238010,1,0,0,25,3,23
deus ex: human revolution - director's cut,19.99,238010,0,0,0,25,3,23
contagion,9.99,238430,1,0,0,37,11,35
contagion,9.99,238430,0,1,0,37,11,35
contagion,9.99,238430,0,0,0,37,11,35
slender: the arrival,9.99,252330,1,0,0,10,4,7
slender: the arrival,9.99,252330,0,1,0,10,4,7
slender: the arrival,9.99,252330,0,0,0,10,4,7
saints row iv - the super saints pack,2.99,247298,1,0,0,1,0,1
saints row iv - the super saints pack,2.99,247298,0,1,0,1,0,1
master reboot,14.99,251850,1,0,0,0,0,1
master reboot,14.99,251850,0,1,0,0,0,1
master reboot,14.99,251850,0,0,0,0,0,1
alone in the dark,9.99,259170,1,0,0,0,0,1
alone in the dark,9.99,259170,0,1,0,0,0,1
the typing of the dead: overkill,19.99,246580,1,0,0,6,2,4
deadly premonition: the director's cut,24.99,247660,1,0,0,2,1,1
deadly premonition: the director's cut,24.99,247660,0,1,0,2,1,1
state of decay,13.98,241540,1,0,0,75,19,61
state of decay,13.98,241540,0,0,0,75,19,61
king arthur's gold,9.99,219830,1,0,0,25,1,25
king arthur's gold,9.99,219830,0,0,0,25,1,25
you don't know jack headrush,2.99,260060,0,0,0,0,1,0
desktop dungeons,14.99,226620,0,1,0,3,0,3
desktop dungeons,14.99,226620,0,0,0,3,0,3
adventure park,19.99,256050,0,0,0,0,1,0
risk of rain,9.99,248820,1,0,0,98,11,91
risk of rain,9.99,248820,0,0,0,98,11,91
long live the queen,9.99,251990,0,0,0,13,5,8
project zomboid,14.99,108600,0,0,0,42,11,31
poöf,6.99,243280,1,0,0,1,0,1
poöf,6.99,243280,0,0,0,1,0,1
xcom: enemy within,29.99,225340,0,0,0,2,1,1
bloody trapland,9.99,257750,1,0,0,8,1,8
bloody trapland,9.99,257750,0,1,0,8,1,8
bloody trapland,9.99,257750,0,0,0,8,1,8
kingdoms rise,14.99,248630,1,0,0,3,0,4
kingdoms rise,14.99,248630,0,0,0,3,0,4
assassin’s creed® iv black flag™,19.99,242050,1,0,0,35,2,39
assassin’s creed® iv black flag™,19.99,242050,0,1,0,35,2,39
gimbal,14.99,252070,1,0,0,2,1,1
gimbal,14.99,252070,0,0,0,2,1,1
montague's mount,4.99,258950,0,1,0,1,1,0
montague's mount,4.99,258950,0,0,0,1,1,0
axis game factory's agfpro v3,19.99,253370,0,0,0,1,0,1
eryi's action,4.99,261700,1,0,0,6,1,5
eryi's action,4.99,261700,0,0,0,6,1,5
9.03m,0.99,263100,0,0,0,2,0,2
bus-simulator 2012,9.99,253770,0,0,0,1,1,1
finding teddy,6.99,259600,0,1,0,2,0,2
finding teddy,6.99,259600,0,0,0,2,0,2
maia,24.99,252250,0,0,0,1,0,1
broken sword 5 - the serpent's curse,24.99,262940,0,1,0,1,0,1
the cat lady,9.99,253110,0,1,0,2,0,2
the cat lady,9.99,253110,0,0,0,2,0,2
dominions 4: thrones of ascension,34.99,259060,0,0,0,1,0,1
neverwinter,0.0,109600,1,0,0,43,5,45
neverwinter,0.0,109600,0,1,0,43,5,45
neverwinter,0.0,109600,0,0,1,43,5,45
neverwinter,0.0,109600,0,0,0,43,5,45
clickteam fusion 2.5,99.99,248170,0,0,0,4,1,3
king’s bounty: legions,0.0,235400,0,1,0,4,3,3
king’s bounty: legions,0.0,235400,0,0,1,4,3,3
king’s bounty: legions,0.0,235400,0,0,0,4,3,3
fate,7.99,246840,1,0,0,1,0,1
fate,7.99,246840,0,1,0,1,0,1
fate,7.99,246840,0,0,0,1,0,1
not the robots,9.99,257120,1,0,0,1,0,1
not the robots,9.99,257120,0,0,0,1,0,1
tales of maj'eyal,6.99,259680,0,1,0,4,1,4
tales of maj'eyal,6.99,259680,0,0,0,4,1,4
airport simulator 2014,9.99,267600,0,0,0,2,1,4
woodcutter simulator 2013,9.99,267610,0,0,0,1,2,1
consortium,9.99,264240,1,0,0,1,0,1
consortium,9.99,264240,0,1,0,1,0,1
consortium,9.99,264240,0,0,0,1,0,1
nidhogg,9.99,94400,1,0,0,17,4,17
nidhogg,9.99,94400,0,0,0,17,4,17
assassin’s creed® liberation hd,19.99,260210,1,0,0,2,0,2
assassin’s creed® liberation hd,19.99,260210,0,1,0,2,0,2
estranged: act i,0.0,261820,1,0,0,29,3,28
estranged: act i,0.0,261820,0,1,0,29,3,28
estranged: act i,0.0,261820,0,0,1,29,3,28
estranged: act i,0.0,261820,0,0,0,29,3,28
insurgency,9.99,222880,1,0,0,167,28,152
insurgency,9.99,222880,0,0,0,167,28,152
paper sorcerer,4.99,263560,0,1,0,1,0,1
paper sorcerer,4.99,263560,0,0,0,1,0,1
hero siege,5.99,269210,1,0,0,11,1,12
hero siege,5.99,269210,0,1,0,11,1,12
hero siege,5.99,269210,0,0,0,11,1,12
our darker purpose,14.99,262790,1,0,0,0,0,1
our darker purpose,14.99,262790,0,0,0,0,0,1
the castle doctrine,15.99,249570,0,0,0,1,0,2
saturday morning rpg,6.99,263320,0,0,0,3,0,3
octodad: dadliest catch,14.99,224480,1,0,0,30,5,25
octodad: dadliest catch,14.99,224480,0,1,0,30,5,25
octodad: dadliest catch,14.99,224480,0,0,0,30,5,25
agarest: generations of war,14.99,237890,0,1,0,3,0,4
agarest: generations of war,14.99,237890,0,0,0,3,0,4
gtgd s1: more than a gamer,14.99,269570,0,0,0,1,0,1
blazblue: calamity trigger,9.99,263300,1,0,0,6,0,6
naissancee,14.99,265690,0,1,0,1,0,1
naissancee,14.99,265690,0,0,0,1,0,1
metal slug 3,7.99,250180,1,0,0,16,4,13
banished,19.99,242920,0,0,0,52,12,43
hexcells,2.99,265890,0,0,0,4,0,4
hexcells plus,2.99,271900,0,0,0,2,0,2
scania truck driving simulator,9.99,258760,0,0,0,1,0,1
the yawhg,9.99,269030,0,0,0,1,0,2
epic battle fantasy 4,11.99,265610,0,1,0,8,1,7
epic battle fantasy 4,11.99,265610,0,0,0,8,1,7
ultionus: a tale of petty revenge,6.99,279160,1,0,0,1,0,1
ultionus: a tale of petty revenge,6.99,279160,0,1,0,1,0,1
assassin's creed freedom cry,14.99,277590,1,0,0,3,2,2
assassin's creed freedom cry,14.99,277590,0,1,0,3,2,2
castlevania: lords of shadow 2,39.99,239250,1,0,0,3,2,1
castlevania: lords of shadow 2,39.99,239250,0,1,0,3,2,1
talisman: digital edition,7.99,247000,0,0,0,10,1,11
eets munchies,6.99,214550,0,0,0,1,0,1
towerfall ascension,14.99,251470,1,0,0,2,0,3
towerfall ascension,14.99,251470,0,0,0,2,0,3
lyne,2.99,266010,0,0,0,15,2,13
alpha kimori™ 1,9.99,265870,0,1,0,0,1,0
alpha kimori™ 1,9.99,265870,0,0,0,0,1,0
deus ex: the fall,9.99,258180,1,0,0,3,3,4
deus ex: the fall,9.99,258180,0,1,0,3,3,4
deus ex: the fall,9.99,258180,0,0,0,3,3,4
luftrausers,9.99,233150,1,0,0,10,2,8
luftrausers,9.99,233150,0,0,0,10,2,8
influent,9.99,274980,0,0,0,3,0,3
heroine's quest: the herald of ragnarok,2.99,283880,0,1,0,2,0,2
heroine's quest: the herald of ragnarok,2.99,283880,0,0,1,2,0,2
heroine's quest: the herald of ragnarok,2.99,283880,0,0,0,2,0,2
gardens inc. – from rakes to riches,9.99,279420,0,0,0,1,0,1
mercenary kings,19.99,218820,1,0,0,2,2,2
mercenary kings,19.99,218820,0,1,0,2,2,2
mercenary kings,19.99,218820,0,0,0,2,2,2
calibre 10 racing,1.99,266370,1,0,0,0,1,0
calibre 10 racing,1.99,266370,0,0,0,0,1,0
marine sharpshooter ii: jungle warfare,9.99,283370,1,0,0,0,1,0
freight tycoon inc.,4.99,289340,0,0,0,0,0,1
actual sunlight,4.99,288040,0,1,0,1,1,0
actual sunlight,4.99,288040,0,0,0,1,1,0
marauder,9.99,289600,0,0,0,1,0,1
half minute hero: the second coming,9.99,240970,1,0,0,2,0,2
half minute hero: the second coming,9.99,240970,0,0,0,2,0,2
halo: spartan assault,2.99,277430,1,0,0,16,0,17
"house of 1,000 doors: family secrets collector's edition",9.99,286500,0,1,0,2,0,2
"house of 1,000 doors: family secrets collector's edition",9.99,286500,0,0,0,2,0,2
volt,1.99,290280,1,0,0,1,0,1
volt,1.99,290280,0,0,0,1,0,1
putt-putt® joins the parade,6.99,283920,0,1,0,1,1,0
putt-putt® joins the parade,6.99,283920,0,0,0,1,1,0
space farmers,9.99,271570,1,0,0,2,0,2
space farmers,9.99,271570,0,0,0,2,0,2
pixel puzzles: japan,6.99,284950,0,0,0,1,1,1
pajama sam: no need to hide when it's dark outside,6.99,283960,0,1,0,2,0,2
pajama sam: no need to hide when it's dark outside,6.99,283960,0,0,0,2,0,2
freddi fish and the case of the missing kelp seeds,6.99,283940,0,1,0,1,0,1
freddi fish and the case of the missing kelp seeds,6.99,283940,0,0,0,1,0,1
agarest: generations of war zero,19.99,260130,0,1,0,1,0,1
agarest: generations of war zero,19.99,260130,0,0,0,1,0,1
villagers and heroes,0.0,263540,0,0,1,5,1,8
villagers and heroes,0.0,263540,0,0,0,5,1,8
circuits,4.99,282760,0,0,0,1,0,1
vitrum,1.99,291270,1,0,0,0,1,0
vitrum,1.99,291270,0,0,0,0,1,0
farsky,4.99,286340,0,1,0,9,1,8
farsky,4.99,286340,0,0,0,9,1,8
rabbit hole 3d: steam edition,2.99,283660,1,0,0,1,1,1
rabbit hole 3d: steam edition,2.99,283660,0,0,0,1,1,1
rogue shooter: the fps roguelike,4.99,295770,1,0,0,1,0,1
croixleur sigma,7.99,250640,1,0,0,1,1,0
croixleur sigma,7.99,250640,0,0,0,1,1,0
bloodrayne betrayal,9.99,281220,1,0,0,1,1,0
serious sam classics: revolution,9.99,227780,1,0,0,2,0,2
serious sam classics: revolution,9.99,227780,0,0,0,2,0,2
sweezy gunner,3.99,295730,1,0,0,1,0,1
sweezy gunner,3.99,295730,0,0,0,1,0,1
you have to win the game,0.0,286100,1,0,0,17,2,16
you have to win the game,0.0,286100,0,0,0,17,2,16
outlast: whistleblower dlc,8.99,273300,1,0,0,2,2,0
outlast: whistleblower dlc,8.99,273300,0,1,0,2,2,0
outlast: whistleblower dlc,8.99,273300,0,0,0,2,2,0
blade symphony,4.99,225600,1,0,0,10,4,8
blade symphony,4.99,225600,0,0,0,10,4,8
fistful of frags,0.0,265630,1,0,0,109,11,102
fistful of frags,0.0,265630,0,0,1,109,11,102
fistful of frags,0.0,265630,0,0,0,109,11,102
lili: child of geos - complete edition,14.99,266490,0,1,0,1,0,1
lili: child of geos - complete edition,14.99,266490,0,0,0,1,0,1
chronology,4.99,269330,0,1,0,1,0,1
chronology,4.99,269330,0,0,0,1,0,1
coma: mortuary,5.99,293320,0,1,0,1,1,1
coma: mortuary,5.99,293320,0,0,0,1,1,1
the last tinker™: city of colors,19.99,260160,1,0,0,2,0,2
the last tinker™: city of colors,19.99,260160,0,1,0,2,0,2
the last tinker™: city of colors,19.99,260160,0,0,0,2,0,2
dreadout,14.99,269790,0,1,0,1,0,1
dreadout,14.99,269790,0,0,0,1,0,1
battleblock theater®,14.99,238460,1,0,0,135,17,122
battleblock theater®,14.99,238460,0,1,0,135,17,122
battleblock theater®,14.99,238460,0,0,0,135,17,122
men of war: assault squad 2,29.99,244450,1,0,0,11,3,12
men of war: assault squad 2,29.99,244450,0,0,0,11,3,12
putt-putt® travels through time,6.99,294670,0,1,0,1,0,1
putt-putt® travels through time,6.99,294670,0,0,0,1,0,1
freddi fish 3: the case of the stolen conch shell,6.99,294540,0,1,0,1,0,1
freddi fish 3: the case of the stolen conch shell,6.99,294540,0,0,0,1,0,1
frederic: resurrection of music,2.99,301190,1,0,0,0,0,1
frederic: resurrection of music,2.99,301190,0,0,0,0,0,1
rage runner,4.99,279520,1,0,0,1,1,0
rage runner,4.99,279520,0,0,0,1,1,0
flower shop: summer in fairbrook,14.99,290990,0,0,0,1,0,1
toribash,0.0,248570,1,0,0,71,18,63
toribash,0.0,248570,0,0,1,71,18,63
toribash,0.0,248570,0,0,0,71,18,63
white noise online,4.99,293860,0,1,0,2,1,1
white noise online,4.99,293860,0,0,0,2,1,1
killer is dead - nightmare edition,19.99,261110,1,0,0,2,0,3
tropico 5,19.99,245620,0,0,0,11,1,11
showtime!,5.99,285050,0,0,0,1,0,1
spirited heart deluxe,19.99,293920,0,0,0,1,0,1
the forest,14.99,242760,1,0,0,156,29,139
the forest,14.99,242760,0,1,0,156,29,139
the forest,14.99,242760,0,0,0,156,29,139
the fall,9.99,290770,1,0,0,5,1,5
the fall,9.99,290770,0,1,0,5,1,5
the fall,9.99,290770,0,0,0,5,1,5
epoch,9.99,270510,1,0,0,1,0,1
epoch,9.99,270510,0,0,0,1,0,1
richard &amp; alice,5.99,279260,0,1,0,1,1,0
richard &amp; alice,5.99,279260,0,0,0,1,1,0
nether: resurrected,4.99,247730,1,0,0,43,16,56
nether: resurrected,4.99,247730,0,0,0,43,16,56
lifeless planet premier edition,19.99,261530,1,0,0,2,1,2
lifeless planet premier edition,19.99,261530,0,1,0,2,1,2
lifeless planet premier edition,19.99,261530,0,0,0,2,1,2
electronic super joy: groove city,4.99,301460,1,0,0,1,0,1
electronic super joy: groove city,4.99,301460,0,0,0,1,0,1
magicite,9.99,268750,1,0,0,39,4,35
magicite,9.99,268750,0,1,0,39,4,35
magicite,9.99,268750,0,0,0,39,4,35
shadows on the vatican act i: greed,6.99,286360,0,1,0,1,1,1
shadows on the vatican act i: greed,6.99,286360,0,0,0,1,1,1
reversion - the escape (1st chapter),0.99,270570,0,1,0,2,0,2
reversion - the escape (1st chapter),0.99,270570,0,0,0,2,0,2
enemy front,29.99,256190,1,0,0,0,1,1
smooth operators,2.99,262900,0,0,0,2,0,2
spy chameleon - rgb agent,4.99,297490,0,0,0,3,0,3
a wizard's lizard,9.99,280040,1,0,0,1,0,1
a wizard's lizard,9.99,280040,0,0,0,1,0,1
xenonauts,24.99,223830,0,0,0,2,0,2
stick rpg 2: director's cut,19.99,307640,0,0,0,1,0,1
beyond space remastered edition,4.99,297100,1,0,0,0,1,0
beyond space remastered edition,4.99,297100,0,1,0,0,1,0
beyond space remastered edition,4.99,297100,0,0,0,0,1,0
pro cycling manager 2014,9.99,255260,0,0,0,2,0,2
divinity: original sin (classic),39.99,230230,0,1,0,16,2,14
divinity: original sin (classic),39.99,230230,0,0,0,16,2,14
spoiler alert,2.99,283230,0,1,0,2,0,2
spoiler alert,2.99,283230,0,0,0,2,0,2
warface,0.0,291480,1,0,0,36,24,40
warface,0.0,291480,0,0,1,36,24,40
warface,0.0,291480,0,0,0,36,24,40
contraption maker,7.99,241240,0,0,0,3,0,3
cult of the wind,9.99,293840,1,0,0,0,0,1
cult of the wind,9.99,293840,0,0,0,0,0,1
rooms: the main building,9.99,304500,0,0,0,0,1,0
x-plane 10 global - 64 bit,771.71,292180,0,0,0,1,0,3
pivvot,4.99,293900,1,0,0,2,0,2
pivvot,4.99,293900,0,0,0,2,0,2
the nightmare cooperative,4.99,310070,0,0,0,1,0,1
magic 2015 - duels of the planeswalkers,9.99,255420,0,0,0,4,0,7
of guards and thieves,0.0,302590,1,0,0,1,0,1
of guards and thieves,0.0,302590,0,0,0,1,0,1
of guards and thieves,0.0,302590,0,0,1,1,0,1
evga precision xoc,0.0,268850,0,0,0,1,0,1
wildlife park 2,6.99,304350,0,0,0,1,0,1
wildlife park 2 - fantasy,0.99,307990,0,0,0,1,0,1
pixel hunter,2.99,313040,1,0,0,0,1,0
pixel hunter,2.99,313040,0,1,0,0,1,0
undead overlord,14.99,291370,0,0,0,1,0,1
freedom planet,14.99,248310,1,0,0,7,0,9
freedom planet,14.99,248310,0,0,0,7,0,9
dungeon defenders eternity,19.99,302270,1,0,0,4,1,4
dungeon defenders eternity,19.99,302270,0,0,0,4,1,4
velvet sundown,0.0,307290,0,1,0,4,3,4
velvet sundown,0.0,307290,0,0,0,4,3,4
velvet sundown,0.0,307290,0,0,1,4,3,4
coh 2 - us forces commander: rifle company,3.99,297512,0,0,0,1,0,1
vertical drop heroes hd,6.99,311480,1,0,0,1,1,0
vertical drop heroes hd,6.99,311480,0,0,0,1,1,0
rodina,14.99,314230,1,0,0,2,0,2
rodina,14.99,314230,0,0,0,2,0,2
the legend of heroes: trails in the sky,19.99,251150,0,0,0,2,0,2
the expendabros,0.0,312990,1,0,0,37,2,35
the expendabros,0.0,312990,0,1,0,37,2,35
the expendabros,0.0,312990,0,0,1,37,2,35
the expendabros,0.0,312990,0,0,0,37,2,35
sacred 3,14.99,247950,1,0,0,1,1,3
sacred 3,14.99,247950,0,0,0,1,1,3
road not taken,14.99,293740,0,0,0,1,0,1
orbital gear,9.99,298520,1,0,0,6,0,6
orbital gear,9.99,298520,0,0,0,6,0,6
victory at sea,24.99,298480,1,0,0,1,1,1
victory at sea,24.99,298480,0,0,0,1,1,1
frontline : road to moscow,9.99,306620,0,0,0,0,0,1
wyv and keep: the temple of the lost idol,14.99,263960,1,0,0,1,0,1
wyv and keep: the temple of the lost idol,14.99,263960,0,1,0,1,0,1
wyv and keep: the temple of the lost idol,14.99,263960,0,0,0,1,0,1
another perspective,5.99,305920,0,1,0,0,1,0
another perspective,5.99,305920,0,0,0,0,1,0
morphopolis,3.99,314020,0,1,0,2,1,3
morphopolis,3.99,314020,0,0,0,2,1,3
heavy fire: afghanistan,2.99,305980,1,0,0,0,1,0
divine souls f2p mmo,0.0,300040,1,0,0,3,0,3
divine souls f2p mmo,0.0,300040,0,1,0,3,0,3
divine souls f2p mmo,0.0,300040,0,0,1,3,0,3
divine souls f2p mmo,0.0,300040,0,0,0,3,0,3
platypus ii,6.99,319180,1,0,0,1,1,0
platypus,6.99,307340,1,0,0,2,0,2
max gentlemen,0.0,257710,0,0,0,10,1,9
max gentlemen,0.0,257710,0,0,1,10,1,9
commando jack,9.99,299260,1,0,0,1,0,1
commando jack,9.99,299260,0,0,0,1,0,1
metro 2033 redux,19.99,286690,1,0,0,5,0,5
metro: last light redux,19.99,287390,1,0,0,14,2,12
lichdom: battlemage,39.99,261760,1,0,0,7,2,6
